station_name,station_code,zone,division,state,address,latitude,longitude
PADMAPUKAR,PDPK,SER,,West Bengal,"Howrah, West Bengal",22.5683088157,88.3062197015
PALSAP,PCP,CR,,Maharashtra,"State Highway 77, Maharashtra",18.357557,76.191169
PADNUR,PDNR,SWR,,Karnataka,"Shegao to Alagi Rd, Karnataka",17.3223703821,75.9846818945
PATHRAD,PARD,SCR,,Maharashtra,"Huzur Sahib Nanded, Maharashtra",19.18427,77.39203
PALUR,PALR,SR,MAS,Tamil Nadu,"SH 58, Tamil Nadu",12.766651,79.90699699999999
PAKARA ROAD,PKRD,WCR,JBP,Madhya Pradesh,"Pakara, Madhya Pradesh",24.0512,80.505599
PUGALUR,PGR,SR,SA,Tamil Nadu,"Karur, Tamil Nadu",11.051702,77.99070900000001
NIWAR,NWR,WCR,JBP,Madhya Pradesh,"Katni, Madhya Pradesh",23.7204627184,80.3695901074
OKHA,OKHA,WR,RAJKOT,Gujarat,"Okha, Gujarat",22.47096,69.073775
OKHA MADHI,OKD,WR,RAJKOT,Gujarat,"NH 8E, Gujarat",22.0956416097,69.1038005835
Nakodar Junction,NRO,NR,FZR,Punjab,"Nakodar, Punjab",31.111697,75.47560800000001
NITTUR,NTR,SWR,SBC,Karnataka,"NH 206, Karnataka",13.3016546778,76.8558716895
PILI BANGAN,PGK,NWR,BKN,Rajasthan,"Pilibanga, Rajasthan",29.483825,74.079282
Paterhi,PEE,NER,BSB,Bihar,"Saran, Bihar",25.923565,84.80548800000001
NATHWANA,NTZ,NWR,BKN,Rajasthan,"Malkisar, Rajasthan",28.563319,73.813703
NAVAGADH,NUD,WR,BHAVNAGAR,Gujarat,"Jetpur, Gujarat",21.764344,70.61672100000001
PIPLI PAKHI KALAN,PKZ,NR,,Punjab,"Faridkot, Punjab",30.732663,74.732879
Parhihara,PIH,NWR,JU,Rajasthan,"Sujangarh, Rajasthan",27.926801,74.559809
NAVADE ROAD,NVRD,CR,,Maharashtra,"Ghotkamp Koyana vele, Maharashtra",19.052389,73.102716
Aunlajori Junction,OND,SER,CKP,Odisha,"Mayurbhanj, Orissa",22.440956,86.16420749999999
NANDIKUR,NAND,,,,,13.133125,74.806474
NANJANGUD TOWN,NTW,SWR,MYS,Karnataka,"Nanjangudu, Karnataka",12.12211,76.68442999999999
Mumbai Lower Parel,PL,WR,,Maharashtra,"Mumbai, Maharashtra",18.994919,72.82961999999999
Neyveli,NVL,SR,TPJ,Tamil Nadu,"SH 10, Tamil Nadu",11.538814,79.47622299999999
OBRA DAM,OBR,ECR,DHN,Uttar Pradesh,"Obra, Uttar Pradesh",24.438661,82.975949
Pagla Chandi,PCX,ER,SDAH,West Bengal,"National Highway 34, West Bengal",23.743195,88.303969
Pudukkottai,PDKT,SR,MDU,Tamil Nadu,"Pudukkottai, Tamil Nadu",10.372457,78.801946
Pipardahi,PED,SECR,NGP,Madhya Pradesh,"SH 26, Madhya Pradesh",22.052145,79.41266
Nazareth,NZT,SR,MDU,Tamil Nadu,"Thoothukudi, Tamil Nadu",8.563997,77.976271
Prachi Road Junction,PCC,WR,BHAVNAGAR,Gujarat,"Jambur, Gujarat",20.988298,70.68701800000001
Akkihebbalu,AKK,SWR,MYS,Karnataka,"Mandya District, Karnataka",12.62489,76.37759799999999
Pencharthal,PEC,NFR,LMG,Tripura,"Pecharthal, Tripura",24.196225,92.10823
Nawanshahr Doaba Junction,NSS,NR,FZR,Punjab,"Bhaddi, Punjab",31.1213,76.108571
Kohar Singhwala,KRSW,NR,FZR,Punjab,"State Highway 20, Punjab",30.76024,74.44582399999999
Phakhoagram,PKGM,NFR,LMG,Assam,"Phakhoagram, Assam",24.641534,92.342438
Panjwara Road,PJLE,ER,,Bihar,"Mandar, Bihar",24.8770456448,87.0136837024
Ferozeshah,PHS,NR,FZR,Punjab,"Firozpur Rd, Punjab",30.887454,74.78411
PATHAKPUR,PHX,NR,,Uttar Pradesh,"Chandausi, Uttar Pradesh",28.369685,78.580494
Paradip,PRDP,ECoR,KUR,Odisha,"Paradip, Orissa",20.280364,86.62014099999999
PANCHRA,PCR,ER,ASN,West Bengal,"Birbhum, West Bengal",23.77199,87.330151
PARMINIYA HALT,PMYA,ECR,,Bihar,"Parminiya, Bihar",25.8265625908,86.59504241879999
PADADHARI,PDH,WR,RAJKOT,Gujarat,"Paddhari, Gujarat",22.429596,70.60534299999999
PAIMAR,PMI,ECR,DNR,Bihar,"Paimar, Bihar",24.806929,85.112409
PERGAON,PG,SCR,NED,Maharashtra,"Parbhani, Maharashtra",19.294984,76.67346400000001
PINGLI,PIZ,SCR,NED,Maharashtra,"Parbhani, Maharashtra",19.21840134,76.8577266418
KARAMGARH SDRGH,KRSH,,,,,30.213009,74.748627
PADLA,PDQ,NWR,,Rajasthan,"Padla, Rajasthan",24.306135,73.778291
PANCHTALAVDA ROAD,PCT,WR,,Gujarat,"SH 115, Gujarat",21.662813,71.474264
PAGDHAL,PGL,WCR,BPL,Madhya Pradesh,"Pagdhal, Madhya Pradesh",22.42054,77.351451
PANIKHAITI,PHI,NFR,LMG,Assam,"Chandrapur Rd, Assam",26.2119648863,91.8757005432
Piro,PIRO,ECR,DDU,Bihar,"Piro, Bihar",25.321358353,84.4205444342
PAPANASAM,PML,SR,TPJ,Tamil Nadu,"Rajagiri, Tamil Nadu",10.922767,79.26854200000001
PARSEHRA MAL,PMM,NER,,Uttar Pradesh,"Parsehra, Uttar Pradesh",27.729917,80.72917899999999
PANIAHWA,PNYA,NER,BSB,,,27.167486,83.933839
PARAMAKKUDI,PMK,SR,MDU,Tamil Nadu,"Paramagudi, Tamil Nadu",9.539071,78.591131
MUMBAI PAREL,PR,CR,,Maharashtra,"Mumbai, Maharashtra",19.009045,72.83750400000001
PIARDOBA,PBA,SER,ADRA,West Bengal,"Bankura, West Bengal",22.956881,87.322164
PALGHAT TOWN,PGTN,SR,PGT,Kerala,"Palakkad, Kerala",10.7753892,76.65216699999999
PANVEL,PNVL,CR,BB,Maharashtra,"Panvel, Maharashtra",18.990919,73.121756
PAYANGADI,PAZ,SR,PGT,Kerala,"Kannur District, Kerala",12.021508,75.2596
PERSSANNUR,PEU,SR,,Kerala,"Koodallur, Kerala",10.840824,76.065488
Pothahi,PFT,ECR,DNR,Bihar,"Pothahi, Bihar",25.486605,85.098643
Punpun Ghat Halt,PNUG,,,,,25.5255878987,85.1099123547
Piali,PLF,ER,,West Bengal,"Champahati To Peyali Rd, West Bengal",22.388254,88.51744099999999
Piler,PIL,SCR,GTL,Andhra Pradesh,"Piler Station, Andhra Pradesh",13.662347,78.927499
Palitana,PIT,WR,BHAVNAGAR,Gujarat,"Palitana, Gujarat",21.538301,71.82319700000001
Pancheberia,PNCB,ER,,West Bengal,"Haranath Para Ln, West Bengal",23.221017,88.599435
Phalodi Junction,PLC,NWR,,Rajasthan,"Phalodi, Rajasthan",27.124794,72.366743
Pavi,PAVI,WR,VADODARA,Gujarat,"Vadodara, Gujarat",22.342282,73.840166
Pehowa Road,PHWR,NR,DLI,Haryana,"Haryana, Haryana",29.88477778,76.6204606189
Partabpura,PPB,NR,FZR,Punjab,"Partabpura, Punjab",31.052119,75.71438400000001
Parlakhemundi,PLH,ECoR,WAT,Odisha,"Paralakhemundi, Orissa",18.786579,84.08063800000001
Payradanga,PDX,ER,,West Bengal,"Payradanga, West Bengal",23.128661,88.545481
Pindarsi,PDS,NR,,Haryana,"Haryana, Haryana",29.9189828048,76.70440469360001
Palayankottai,PCO,SR,MDU,Tamil Nadu,"Tirunelveli, Tamil Nadu",8.709862,77.738083
Pandoli,PMO,NWR,,Rajasthan,"State Highway 9, Rajasthan",24.866567,74.39939700000001
Pawapuri Road,PQE,ECR,,Bihar,"Distt Nalanda, Bihar",25.15921,85.511715
PANCHGRAM,PNGM,NFR,LMG,Assam,"Panchgram, Assam",24.864358,92.598318
PIPALSANA,PLS,NER,IZN,Uttar Pradesh,"State Highway 49, Uttar Pradesh",28.952153,78.83533
PANGRI,PJR,CR,SUR,Maharashtra,"State Highway 77, Maharashtra",18.283703174,75.86677300480001
PALAMPUR HIMACHAL,PLMX,NR,FZR,Himachal Pradesh,"Palampur, Himachal Pradesh",32.069052,76.54001000000001
PARLU,PRU,NWR,JU,Rajasthan,"Parlu, Rajasthan",25.823775,72.4319
Pirjhalar,PJH,WR,,Madhya Pradesh,"Ratlam, Madhya Pradesh",23.2603976,75.5313135
PIPLI,PPLI,WR,RAJKOT,Gujarat,"Jamnagar, Gujarat",22.345082,69.934426
PARTAPUR,PRTP,NR,DLI,Uttar Pradesh,"Meerut, Uttar Pradesh",28.925112,77.648699
PANDIYAPURAM,PYM,SR,,Tamil Nadu,"State HIghway 75, Tamil Nadu",8.855091,77.971557
PAJIAN,PJA,NR,FZR,Punjab,"Kapurthala, Punjab",31.264295,75.288498
Rampuri,RAMP,SECR,,Madhya Pradesh,"Bamhani, Madhya Pradesh",22.410159,80.259304
PINGORA,PNGR,WCR,KOTA,Rajasthan,"SH 1, Rajasthan",27.087306,77.37130900000001
Palari,PUE,SECR,NGP,Madhya Pradesh,"State Highway 11A, Madhya Pradesh",22.301904,79.815973
Pauta,PUF,NER,,Uttar Pradesh,"Pauta, Uttar Pradesh",28.4516032684,79.8118731085
PILU KHERA,PKDE,NR,DLI,Haryana,"Jind, Haryana",29.354607,76.49388
Phulwaria,PLWR,NER,,Uttar Pradesh,"Phulwaria, Uttar Pradesh",26.4688026951,84.255615343
